# Vat.gr.208 — Predicted Table: Handy Tables Oblique Ascensions Klima V
# Model: flat
# Klima: 5  (Byzantium/Hellespont, φ≈41°N, longest day 15h)
# Scan date: 2026-05-17
# RMSE estimates: anaph=0.800°  hour=0.590h  chron=20.9min
# STATUS: ALL VALUES ARE MODEL PREDICTIONS — verify against manuscript images
# Uncertain cells in actual transcriptions should be compared to these predictions
# Column *_raw: [unread] — Greek numeral not yet read from image
# Column *_dec: [pred_flat] — predicted decimal value
#
sign	deg	anaph_deg_raw	anaph_min_raw	hour_raw	chron_raw	deg_dec	anaph_dec	hour_dec	chron_dec
# === ARIES (ΚΡΙΟΣ) ===
Aries	α	[unread]	[unread]	[unread]	[unread]	1	1;27[pred_flat]	15[pred_flat]	23[pred_flat]
Aries	β	[unread]	[unread]	[unread]	[unread]	2	1;49[pred_flat]	15[pred_flat]	23[pred_flat]
Aries	γ	[unread]	[unread]	[unread]	[unread]	3	2;11[pred_flat]	15[pred_flat]	24[pred_flat]
Aries	δ	[unread]	[unread]	[unread]	[unread]	4	2;34[pred_flat]	15[pred_flat]	24[pred_flat]
Aries	ε	[unread]	[unread]	[unread]	[unread]	5	2;56[pred_flat]	15[pred_flat]	24[pred_flat]
Aries	ϛ	[unread]	[unread]	[unread]	[unread]	6	3;18[pred_flat]	15[pred_flat]	25[pred_flat]
Aries	ζ	[unread]	[unread]	[unread]	[unread]	7	3;41[pred_flat]	15[pred_flat]	25[pred_flat]
Aries	η	[unread]	[unread]	[unread]	[unread]	8	4;03[pred_flat]	15[pred_flat]	26[pred_flat]
Aries	θ	[unread]	[unread]	[unread]	[unread]	9	4;25[pred_flat]	15[pred_flat]	26[pred_flat]
Aries	ι	[unread]	[unread]	[unread]	[unread]	10	4;48[pred_flat]	15[pred_flat]	26[pred_flat]
Aries	ια	[unread]	[unread]	[unread]	[unread]	11	5;10[pred_flat]	15[pred_flat]	27[pred_flat]
Aries	ιβ	[unread]	[unread]	[unread]	[unread]	12	5;32[pred_flat]	15[pred_flat]	27[pred_flat]
Aries	ιγ	[unread]	[unread]	[unread]	[unread]	13	6;05[pred_flat]	15[pred_flat]	28[pred_flat]
Aries	ιδ	[unread]	[unread]	[unread]	[unread]	14	6;44[pred_flat]	15[pred_flat]	28[pred_flat]
Aries	ιε	[unread]	[unread]	[unread]	[unread]	15	7;24[pred_flat]	15[pred_flat]	28[pred_flat]
Aries	ιϛ	[unread]	[unread]	[unread]	[unread]	16	8;03[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	ιζ	[unread]	[unread]	[unread]	[unread]	17	8;42[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	ιη	[unread]	[unread]	[unread]	[unread]	18	9;22[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	ιθ	[unread]	[unread]	[unread]	[unread]	19	10;01[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	κ	[unread]	[unread]	[unread]	[unread]	20	10;40[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	κα	[unread]	[unread]	[unread]	[unread]	21	11;20[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	κβ	[unread]	[unread]	[unread]	[unread]	22	11;59[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	κγ	[unread]	[unread]	[unread]	[unread]	23	12;38[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	κδ	[unread]	[unread]	[unread]	[unread]	24	13;18[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	κε	[unread]	[unread]	[unread]	[unread]	25	13;57[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	κϛ	[unread]	[unread]	[unread]	[unread]	26	14;36[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	κζ	[unread]	[unread]	[unread]	[unread]	27	15;16[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	κη	[unread]	[unread]	[unread]	[unread]	28	15;55[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	κθ	[unread]	[unread]	[unread]	[unread]	29	16;34[pred_flat]	16[pred_flat]	28[pred_flat]
Aries	λ	[unread]	[unread]	[unread]	[unread]	30	17;14[pred_flat]	16[pred_flat]	28[pred_flat]
# === TAURUS (ΤΑΥΡΟΣ) ===
Taurus	α	[unread]	[unread]	[unread]	[unread]	1	17;53[pred_flat]	16[pred_flat]	28[pred_flat]
Taurus	β	[unread]	[unread]	[unread]	[unread]	2	18;32[pred_flat]	16[pred_flat]	28[pred_flat]
Taurus	γ	[unread]	[unread]	[unread]	[unread]	3	19;12[pred_flat]	17[pred_flat]	28[pred_flat]
Taurus	δ	[unread]	[unread]	[unread]	[unread]	4	19;51[pred_flat]	17[pred_flat]	28[pred_flat]
Taurus	ε	[unread]	[unread]	[unread]	[unread]	5	20;30[pred_flat]	17[pred_flat]	28[pred_flat]
Taurus	ϛ	[unread]	[unread]	[unread]	[unread]	6	21;10[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	ζ	[unread]	[unread]	[unread]	[unread]	7	21;49[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	η	[unread]	[unread]	[unread]	[unread]	8	22;28[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	θ	[unread]	[unread]	[unread]	[unread]	9	23;08[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	ι	[unread]	[unread]	[unread]	[unread]	10	23;47[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	ια	[unread]	[unread]	[unread]	[unread]	11	24;26[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	ιβ	[unread]	[unread]	[unread]	[unread]	12	25;06[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	ιγ	[unread]	[unread]	[unread]	[unread]	13	25;45[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	ιδ	[unread]	[unread]	[unread]	[unread]	14	26;24[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	ιε	[unread]	[unread]	[unread]	[unread]	15	27;04[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	ιϛ	[unread]	[unread]	[unread]	[unread]	16	27;43[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	ιζ	[unread]	[unread]	[unread]	[unread]	17	28;22[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	ιη	[unread]	[unread]	[unread]	[unread]	18	29;02[pred_flat]	17[pred_flat]	29[pred_flat]
Taurus	ιθ	[unread]	[unread]	[unread]	[unread]	19	29;41[pred_flat]	18[pred_flat]	29[pred_flat]
Taurus	κ	[unread]	[unread]	[unread]	[unread]	20	30;20[pred_flat]	18[pred_flat]	29[pred_flat]
Taurus	κα	[unread]	[unread]	[unread]	[unread]	21	31;00[pred_flat]	18[pred_flat]	29[pred_flat]
Taurus	κβ	[unread]	[unread]	[unread]	[unread]	22	31;39[pred_flat]	18[pred_flat]	29[pred_flat]
Taurus	κγ	[unread]	[unread]	[unread]	[unread]	23	32;18[pred_flat]	18[pred_flat]	29[pred_flat]
Taurus	κδ	[unread]	[unread]	[unread]	[unread]	24	32;57[pred_flat]	18[pred_flat]	29[pred_flat]
Taurus	κε	[unread]	[unread]	[unread]	[unread]	25	33;37[pred_flat]	18[pred_flat]	29[pred_flat]
Taurus	κϛ	[unread]	[unread]	[unread]	[unread]	26	34;16[pred_flat]	18[pred_flat]	29[pred_flat]
Taurus	κζ	[unread]	[unread]	[unread]	[unread]	27	34;55[pred_flat]	18[pred_flat]	29[pred_flat]
Taurus	κη	[unread]	[unread]	[unread]	[unread]	28	35;35[pred_flat]	18[pred_flat]	29[pred_flat]
Taurus	κθ	[unread]	[unread]	[unread]	[unread]	29	36;14[pred_flat]	18[pred_flat]	29[pred_flat]
Taurus	λ	[unread]	[unread]	[unread]	[unread]	30	36;53[pred_flat]	18[pred_flat]	30[pred_flat]
# === GEMINI (ΔΙΔΥΜΟΙ) ===
Gemini	α	[unread]	[unread]	[unread]	[unread]	1	37;33[pred_flat]	18[pred_flat]	30[pred_flat]
Gemini	β	[unread]	[unread]	[unread]	[unread]	2	38;12[pred_flat]	18[pred_flat]	30[pred_flat]
Gemini	γ	[unread]	[unread]	[unread]	[unread]	3	38;51[pred_flat]	18[pred_flat]	30[pred_flat]
Gemini	δ	[unread]	[unread]	[unread]	[unread]	4	39;31[pred_flat]	18[pred_flat]	30[pred_flat]
Gemini	ε	[unread]	[unread]	[unread]	[unread]	5	40;10[pred_flat]	18[pred_flat]	30[pred_flat]
Gemini	ϛ	[unread]	[unread]	[unread]	[unread]	6	40;49[pred_flat]	19[pred_flat]	30[pred_flat]
Gemini	ζ	[unread]	[unread]	[unread]	[unread]	7	41;29[pred_flat]	19[pred_flat]	30[pred_flat]
Gemini	η	[unread]	[unread]	[unread]	[unread]	8	42;16[pred_flat]	19[pred_flat]	30[pred_flat]
Gemini	θ	[unread]	[unread]	[unread]	[unread]	9	43;03[pred_flat]	19[pred_flat]	30[pred_flat]
Gemini	ι	[unread]	[unread]	[unread]	[unread]	10	43;50[pred_flat]	19[pred_flat]	30[pred_flat]
Gemini	ια	[unread]	[unread]	[unread]	[unread]	11	44;37[pred_flat]	19[pred_flat]	30[pred_flat]
Gemini	ιβ	[unread]	[unread]	[unread]	[unread]	12	45;24[pred_flat]	19[pred_flat]	30[pred_flat]
Gemini	ιγ	[unread]	[unread]	[unread]	[unread]	13	46;12[pred_flat]	19[pred_flat]	30[pred_flat]
Gemini	ιδ	[unread]	[unread]	[unread]	[unread]	14	46;59[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	ιε	[unread]	[unread]	[unread]	[unread]	15	47;46[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	ιϛ	[unread]	[unread]	[unread]	[unread]	16	48;33[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	ιζ	[unread]	[unread]	[unread]	[unread]	17	49;20[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	ιη	[unread]	[unread]	[unread]	[unread]	18	50;07[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	ιθ	[unread]	[unread]	[unread]	[unread]	19	50;54[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	κ	[unread]	[unread]	[unread]	[unread]	20	51;47[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	κα	[unread]	[unread]	[unread]	[unread]	21	52;39[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	κβ	[unread]	[unread]	[unread]	[unread]	22	53;31[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	κγ	[unread]	[unread]	[unread]	[unread]	23	54;23[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	κδ	[unread]	[unread]	[unread]	[unread]	24	55;15[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	κε	[unread]	[unread]	[unread]	[unread]	25	56;02[pred_flat]	19[pred_flat]	31[pred_flat]
Gemini	κϛ	[unread]	[unread]	[unread]	[unread]	26	56;49[pred_flat]	19[pred_flat]	30[pred_flat]
Gemini	κζ	[unread]	[unread]	[unread]	[unread]	27	57;35[pred_flat]	19[pred_flat]	30[pred_flat]
Gemini	κη	[unread]	[unread]	[unread]	[unread]	28	58;22[pred_flat]	19[pred_flat]	29[pred_flat]
Gemini	κθ	[unread]	[unread]	[unread]	[unread]	29	59;09[pred_flat]	19[pred_flat]	28[pred_flat]
Gemini	λ	[unread]	[unread]	[unread]	[unread]	30	59;55[pred_flat]	19[pred_flat]	28[pred_flat]
# === CANCER (ΚΑΡΚΙΝΟΣ) ===
Cancer	α	[unread]	[unread]	[unread]	[unread]	1	60;42[pred_flat]	19[pred_flat]	27[pred_flat]
Cancer	β	[unread]	[unread]	[unread]	[unread]	2	61;28[pred_flat]	19[pred_flat]	27[pred_flat]
Cancer	γ	[unread]	[unread]	[unread]	[unread]	3	62;15[pred_flat]	19[pred_flat]	26[pred_flat]
Cancer	δ	[unread]	[unread]	[unread]	[unread]	4	63;02[pred_flat]	19[pred_flat]	26[pred_flat]
Cancer	ε	[unread]	[unread]	[unread]	[unread]	5	63;48[pred_flat]	19[pred_flat]	25[pred_flat]
Cancer	ϛ	[unread]	[unread]	[unread]	[unread]	6	64;35[pred_flat]	19[pred_flat]	24[pred_flat]
Cancer	ζ	[unread]	[unread]	[unread]	[unread]	7	65;22[pred_flat]	19[pred_flat]	24[pred_flat]
Cancer	η	[unread]	[unread]	[unread]	[unread]	8	66;08[pred_flat]	19[pred_flat]	23[pred_flat]
Cancer	θ	[unread]	[unread]	[unread]	[unread]	9	66;55[pred_flat]	19[pred_flat]	23[pred_flat]
Cancer	ι	[unread]	[unread]	[unread]	[unread]	10	67;42[pred_flat]	19[pred_flat]	22[pred_flat]
Cancer	ια	[unread]	[unread]	[unread]	[unread]	11	68;28[pred_flat]	19[pred_flat]	21[pred_flat]
Cancer	ιβ	[unread]	[unread]	[unread]	[unread]	12	69;15[pred_flat]	19[pred_flat]	21[pred_flat]
Cancer	ιγ	[unread]	[unread]	[unread]	[unread]	13	70;02[pred_flat]	19[pred_flat]	20[pred_flat]
Cancer	ιδ	[unread]	[unread]	[unread]	[unread]	14	70;48[pred_flat]	19[pred_flat]	20[pred_flat]
Cancer	ιε	[unread]	[unread]	[unread]	[unread]	15	71;35[pred_flat]	19[pred_flat]	19[pred_flat]
Cancer	ιϛ	[unread]	[unread]	[unread]	[unread]	16	72;23[pred_flat]	19[pred_flat]	19[pred_flat]
Cancer	ιζ	[unread]	[unread]	[unread]	[unread]	17	73;11[pred_flat]	19[pred_flat]	19[pred_flat]
Cancer	ιη	[unread]	[unread]	[unread]	[unread]	18	73;59[pred_flat]	19[pred_flat]	19[pred_flat]
Cancer	ιθ	[unread]	[unread]	[unread]	[unread]	19	74;47[pred_flat]	19[pred_flat]	19[pred_flat]
Cancer	κ	[unread]	[unread]	[unread]	[unread]	20	75;35[pred_flat]	19[pred_flat]	19[pred_flat]
Cancer	κα	[unread]	[unread]	[unread]	[unread]	21	76;23[pred_flat]	19[pred_flat]	20[pred_flat]
Cancer	κβ	[unread]	[unread]	[unread]	[unread]	22	77;11[pred_flat]	19[pred_flat]	20[pred_flat]
Cancer	κγ	[unread]	[unread]	[unread]	[unread]	23	77;59[pred_flat]	19[pred_flat]	20[pred_flat]
Cancer	κδ	[unread]	[unread]	[unread]	[unread]	24	78;47[pred_flat]	19[pred_flat]	20[pred_flat]
Cancer	κε	[unread]	[unread]	[unread]	[unread]	25	79;35[pred_flat]	19[pred_flat]	20[pred_flat]
Cancer	κϛ	[unread]	[unread]	[unread]	[unread]	26	80;23[pred_flat]	19[pred_flat]	21[pred_flat]
Cancer	κζ	[unread]	[unread]	[unread]	[unread]	27	81;11[pred_flat]	19[pred_flat]	21[pred_flat]
Cancer	κη	[unread]	[unread]	[unread]	[unread]	28	81;59[pred_flat]	19[pred_flat]	21[pred_flat]
Cancer	κθ	[unread]	[unread]	[unread]	[unread]	29	82;47[pred_flat]	19[pred_flat]	21[pred_flat]
Cancer	λ	[unread]	[unread]	[unread]	[unread]	30	83;35[pred_flat]	19[pred_flat]	22[pred_flat]
# === LEO (ΛΕΩΝ) ===
Leo	α	[unread]	[unread]	[unread]	[unread]	1	84;23[pred_flat]	19[pred_flat]	22[pred_flat]
Leo	β	[unread]	[unread]	[unread]	[unread]	2	85;11[pred_flat]	19[pred_flat]	22[pred_flat]
Leo	γ	[unread]	[unread]	[unread]	[unread]	3	85;59[pred_flat]	19[pred_flat]	22[pred_flat]
Leo	δ	[unread]	[unread]	[unread]	[unread]	4	86;47[pred_flat]	19[pred_flat]	22[pred_flat]
Leo	ε	[unread]	[unread]	[unread]	[unread]	5	87;35[pred_flat]	19[pred_flat]	23[pred_flat]
Leo	ϛ	[unread]	[unread]	[unread]	[unread]	6	88;23[pred_flat]	19[pred_flat]	23[pred_flat]
Leo	ζ	[unread]	[unread]	[unread]	[unread]	7	89;11[pred_flat]	18[pred_flat]	23[pred_flat]
Leo	η	[unread]	[unread]	[unread]	[unread]	8	89;59[pred_flat]	18[pred_flat]	23[pred_flat]
Leo	θ	[unread]	[unread]	[unread]	[unread]	9	90;47[pred_flat]	18[pred_flat]	23[pred_flat]
Leo	ι	[unread]	[unread]	[unread]	[unread]	10	91;35[pred_flat]	18[pred_flat]	24[pred_flat]
Leo	ια	[unread]	[unread]	[unread]	[unread]	11	92;23[pred_flat]	18[pred_flat]	24[pred_flat]
Leo	ιβ	[unread]	[unread]	[unread]	[unread]	12	93;11[pred_flat]	18[pred_flat]	24[pred_flat]
Leo	ιγ	[unread]	[unread]	[unread]	[unread]	13	93;59[pred_flat]	18[pred_flat]	24[pred_flat]
Leo	ιδ	[unread]	[unread]	[unread]	[unread]	14	94;47[pred_flat]	18[pred_flat]	25[pred_flat]
Leo	ιε	[unread]	[unread]	[unread]	[unread]	15	95;35[pred_flat]	18[pred_flat]	25[pred_flat]
Leo	ιϛ	[unread]	[unread]	[unread]	[unread]	16	96;23[pred_flat]	18[pred_flat]	25[pred_flat]
Leo	ιζ	[unread]	[unread]	[unread]	[unread]	17	97;11[pred_flat]	18[pred_flat]	25[pred_flat]
Leo	ιη	[unread]	[unread]	[unread]	[unread]	18	97;59[pred_flat]	18[pred_flat]	25[pred_flat]
Leo	ιθ	[unread]	[unread]	[unread]	[unread]	19	98;47[pred_flat]	18[pred_flat]	26[pred_flat]
Leo	κ	[unread]	[unread]	[unread]	[unread]	20	99;35[pred_flat]	18[pred_flat]	26[pred_flat]
Leo	κα	[unread]	[unread]	[unread]	[unread]	21	100;23[pred_flat]	18[pred_flat]	26[pred_flat]
Leo	κβ	[unread]	[unread]	[unread]	[unread]	22	101;11[pred_flat]	18[pred_flat]	26[pred_flat]
Leo	κγ	[unread]	[unread]	[unread]	[unread]	23	101;59[pred_flat]	18[pred_flat]	26[pred_flat]
Leo	κδ	[unread]	[unread]	[unread]	[unread]	24	102;47[pred_flat]	18[pred_flat]	27[pred_flat]
Leo	κε	[unread]	[unread]	[unread]	[unread]	25	103;35[pred_flat]	18[pred_flat]	27[pred_flat]
Leo	κϛ	[unread]	[unread]	[unread]	[unread]	26	104;23[pred_flat]	18[pred_flat]	27[pred_flat]
Leo	κζ	[unread]	[unread]	[unread]	[unread]	27	105;11[pred_flat]	18[pred_flat]	27[pred_flat]
Leo	κη	[unread]	[unread]	[unread]	[unread]	28	105;59[pred_flat]	18[pred_flat]	28[pred_flat]
Leo	κθ	[unread]	[unread]	[unread]	[unread]	29	106;47[pred_flat]	18[pred_flat]	28[pred_flat]
Leo	λ	[unread]	[unread]	[unread]	[unread]	30	107;35[pred_flat]	18[pred_flat]	28[pred_flat]
# === VIRGO (ΠΑΡΘΕΝΟΣ) ===
Virgo	α	[unread]	[unread]	[unread]	[unread]	1	108;23[pred_flat]	18[pred_flat]	28[pred_flat]
Virgo	β	[unread]	[unread]	[unread]	[unread]	2	109;11[pred_flat]	18[pred_flat]	28[pred_flat]
Virgo	γ	[unread]	[unread]	[unread]	[unread]	3	109;59[pred_flat]	18[pred_flat]	29[pred_flat]
Virgo	δ	[unread]	[unread]	[unread]	[unread]	4	110;47[pred_flat]	18[pred_flat]	29[pred_flat]
Virgo	ε	[unread]	[unread]	[unread]	[unread]	5	111;35[pred_flat]	18[pred_flat]	29[pred_flat]
Virgo	ϛ	[unread]	[unread]	[unread]	[unread]	6	112;23[pred_flat]	18[pred_flat]	29[pred_flat]
Virgo	ζ	[unread]	[unread]	[unread]	[unread]	7	113;11[pred_flat]	18[pred_flat]	29[pred_flat]
Virgo	η	[unread]	[unread]	[unread]	[unread]	8	113;59[pred_flat]	18[pred_flat]	30[pred_flat]
Virgo	θ	[unread]	[unread]	[unread]	[unread]	9	114;47[pred_flat]	18[pred_flat]	30[pred_flat]
Virgo	ι	[unread]	[unread]	[unread]	[unread]	10	115;35[pred_flat]	18[pred_flat]	30[pred_flat]
Virgo	ια	[unread]	[unread]	[unread]	[unread]	11	116;23[pred_flat]	18[pred_flat]	30[pred_flat]
Virgo	ιβ	[unread]	[unread]	[unread]	[unread]	12	117;11[pred_flat]	18[pred_flat]	30[pred_flat]
Virgo	ιγ	[unread]	[unread]	[unread]	[unread]	13	117;59[pred_flat]	18[pred_flat]	31[pred_flat]
Virgo	ιδ	[unread]	[unread]	[unread]	[unread]	14	118;47[pred_flat]	18[pred_flat]	31[pred_flat]
Virgo	ιε	[unread]	[unread]	[unread]	[unread]	15	119;35[pred_flat]	18[pred_flat]	31[pred_flat]
Virgo	ιϛ	[unread]	[unread]	[unread]	[unread]	16	120;21[pred_flat]	17[pred_flat]	31[pred_flat]
Virgo	ιζ	[unread]	[unread]	[unread]	[unread]	17	121;08[pred_flat]	17[pred_flat]	32[pred_flat]
Virgo	ιη	[unread]	[unread]	[unread]	[unread]	18	121;54[pred_flat]	17[pred_flat]	32[pred_flat]
Virgo	ιθ	[unread]	[unread]	[unread]	[unread]	19	122;40[pred_flat]	17[pred_flat]	32[pred_flat]
Virgo	κ	[unread]	[unread]	[unread]	[unread]	20	123;18[pred_flat]	17[pred_flat]	32[pred_flat]
Virgo	κα	[unread]	[unread]	[unread]	[unread]	21	123;57[pred_flat]	17[pred_flat]	31[pred_flat]
Virgo	κβ	[unread]	[unread]	[unread]	[unread]	22	124;41[pred_flat]	17[pred_flat]	31[pred_flat]
Virgo	κγ	[unread]	[unread]	[unread]	[unread]	23	125;26[pred_flat]	16[pred_flat]	30[pred_flat]
Virgo	κδ	[unread]	[unread]	[unread]	[unread]	24	126;10[pred_flat]	16[pred_flat]	30[pred_flat]
Virgo	κε	[unread]	[unread]	[unread]	[unread]	25	126;55[pred_flat]	16[pred_flat]	29[pred_flat]
Virgo	κϛ	[unread]	[unread]	[unread]	[unread]	26	127;40[pred_flat]	15[pred_flat]	29[pred_flat]
Virgo	κζ	[unread]	[unread]	[unread]	[unread]	27	128;24[pred_flat]	15[pred_flat]	28[pred_flat]
Virgo	κη	[unread]	[unread]	[unread]	[unread]	28	129;09[pred_flat]	15[pred_flat]	28[pred_flat]
Virgo	κθ	[unread]	[unread]	[unread]	[unread]	29	129;53[pred_flat]	15[pred_flat]	27[pred_flat]
Virgo	λ	[unread]	[unread]	[unread]	[unread]	30	130;38[pred_flat]	14[pred_flat]	27[pred_flat]
